date,time,temp,humid,condition
2018/1/22,2:00 AM,46,81,Mostly Cloudy
2018/1/22,2:30 AM,46,81,Mostly Cloudy
2018/1/22,3:00 AM,46,81,Mostly Cloudy
2018/1/22,3:30 AM,46,81,Mostly Cloudy
2018/1/22,4:00 AM,45,87,Light Drizzle
2018/1/22,4:30 AM,45,87,Mostly Cloudy
2018/1/22,5:00 AM,45,87,Mostly Cloudy
2018/1/22,5:30 AM,45,87,Light Drizzle
2018/1/22,6:00 AM,45,87,Mostly Cloudy
2018/1/22,6:30 AM,45,81,Mostly Cloudy
2018/1/22,7:00 AM,45,81,Mostly Cloudy
2018/1/22,7:30 AM,43,87,Mostly Cloudy
2018/1/22,8:00 AM,45,81,Mostly Cloudy
2018/1/22,8:30 AM,45,81,Mostly Cloudy
2018/1/22,9:00 AM,45,81,Mostly Cloudy
2018/1/22,9:30 AM,45,81,Mostly Cloudy
2018/1/22,10:00 AM,45,81,Mostly Cloudy
2018/1/22,10:30 AM,45,81,Mostly Cloudy / Windy
2018/1/22,11:00 AM,45,87,Mostly Cloudy
2018/1/22,11:30 AM,46,76,Mostly Cloudy
2018/1/22,12:00 PM,46,81,Mostly Cloudy
2018/1/22,12:30 PM,46,81,Mostly Cloudy
2018/1/22,1:00 PM,46,81,Mostly Cloudy / Windy
2018/1/22,1:30 PM,46,81,Mostly Cloudy
2018/1/22,2:00 PM,46,81,Mostly Cloudy
2018/1/22,2:30 PM,46,76,Mostly Cloudy
2018/1/22,3:00 PM,46,76,Mostly Cloudy
2018/1/22,3:30 PM,46,81,Mostly Cloudy
2018/1/22,4:00 PM,46,81,Mostly Cloudy
2018/1/22,4:30 PM,46,81,Mostly Cloudy
2018/1/22,5:00 PM,46,81,Mostly Cloudy
2018/1/22,5:30 PM,46,81,Mostly Cloudy
2018/1/22,6:00 PM,46,81,Mostly Cloudy
2018/1/22,6:30 PM,46,81,Mostly Cloudy
2018/1/22,7:00 PM,46,81,Mostly Cloudy
2018/1/22,7:30 PM,46,76,Mostly Cloudy
2018/1/22,8:00 PM,46,76,Mostly Cloudy
2018/1/22,8:30 PM,46,81,Mostly Cloudy
2018/1/22,9:00 PM,46,81,Mostly Cloudy
2018/1/22,9:30 PM,46,76,Mostly Cloudy
2018/1/22,10:00 PM,46,81,Mostly Cloudy
2018/1/22,10:30 PM,48,76,Mostly Cloudy
2018/1/22,11:00 PM,48,76,Mostly Cloudy
2018/1/22,11:30 PM,48,82,Mostly Cloudy
2018/1/23,12:00 AM,52,67,Mostly Cloudy / Windy
2018/1/23,12:30 AM,52,71,Mostly Cloudy / Windy
2018/1/23,1:00 AM,50,82,Mostly Cloudy
2018/1/23,1:30 AM,50,82,Mostly Cloudy
2018/1/23,2:00 AM,50,87,Mostly Cloudy
2018/1/23,2:30 AM,50,87,Mostly Cloudy
2018/1/23,3:00 AM,50,87,Mostly Cloudy
2018/1/23,3:30 AM,52,88,Mostly Cloudy
2018/1/23,4:00 AM,52,88,Mostly Cloudy
2018/1/23,4:30 AM,52,88,Light Rain
2018/1/23,5:00 AM,52,88,Mostly Cloudy
2018/1/23,5:30 AM,54,88,Mostly Cloudy
2018/1/23,6:00 AM,54,88,Mostly Cloudy
2018/1/23,6:30 AM,54,88,Cloudy
2018/1/23,7:00 AM,52,94,Mostly Cloudy
2018/1/23,7:30 AM,54,88,Mostly Cloudy
2018/1/23,8:00 AM,54,88,Mostly Cloudy
2018/1/23,8:30 AM,54,88,Mostly Cloudy
2018/1/23,9:00 AM,54,82,Mostly Cloudy
2018/1/23,9:30 AM,54,88,Mostly Cloudy / Windy
2018/1/23,10:00 AM,54,88,Mostly Cloudy / Windy
2018/1/23,10:30 AM,54,88,Mostly Cloudy / Windy
2018/1/23,11:00 AM,54,82,Mostly Cloudy / Windy
2018/1/23,11:30 AM,55,82,Mostly Cloudy / Windy
2018/1/23,12:00 PM,55,77,Mostly Cloudy / Windy
2018/1/23,12:30 PM,55,77,Mostly Cloudy / Windy
2018/1/23,1:00 PM,55,77,Mostly Cloudy / Windy
2018/1/23,1:30 PM,55,77,Mostly Cloudy / Windy
2018/1/23,2:00 PM,55,72,Mostly Cloudy / Windy
2018/1/23,2:30 PM,55,67,Partly Cloudy / Windy
2018/1/23,3:00 PM,55,67,Partly Cloudy / Windy
2018/1/23,3:30 PM,54,67,Partly Cloudy / Windy
2018/1/23,4:00 PM,54,67,Mostly Cloudy / Windy
2018/1/23,4:30 PM,54,58,Mostly Cloudy / Windy
2018/1/23,5:00 PM,52,58,Mostly Cloudy / Windy
2018/1/23,5:30 PM,50,66,Mostly Cloudy / Windy
2018/1/23,6:00 PM,50,66,Mostly Cloudy / Windy
2018/1/23,6:30 PM,50,66,Mostly Cloudy
2018/1/23,7:00 PM,50,66,Partly Cloudy
2018/1/23,7:30 PM,48,66,Partly Cloudy
2018/1/23,8:00 PM,48,71,Partly Cloudy
2018/1/23,8:30 PM,50,71,Partly Cloudy
2018/1/23,9:00 PM,48,76,Partly Cloudy
2018/1/23,9:30 PM,48,76,Partly Cloudy
2018/1/23,10:00 PM,48,76,Partly Cloudy
2018/1/23,10:30 PM,50,76,Mostly Cloudy / Windy
2018/1/23,11:00 PM,50,76,Mostly Cloudy / Windy
2018/1/23,11:30 PM,52,71,Mostly Cloudy / Windy
2018/1/24,12:00 AM,43,76,Mostly Cloudy / Windy
2018/1/24,12:30 AM,43,70,Partly Cloudy / Windy
2018/1/24,1:00 AM,54,72,Mostly Cloudy / Windy
2018/1/24,1:30 AM,54,77,Mostly Cloudy / Windy
2018/1/24,2:00 AM,54,77,Mostly Cloudy / Windy
2018/1/24,2:30 AM,54,77,Mostly Cloudy / Windy
2018/1/24,3:00 AM,54,77,Light Drizzle / Windy
2018/1/24,3:30 AM,54,77,Light Rain / Windy
2018/1/24,4:00 AM,52,94,Rain / Windy
2018/1/24,4:30 AM,48,87,Rain / Windy
2018/1/24,5:00 AM,48,93,Rain / Windy
2018/1/24,5:30 AM,46,87,Heavy Rain / Windy
2018/1/24,6:00 AM,46,76,Light Rain / Windy
2018/1/24,6:30 AM,45,81,Mostly Cloudy / Windy
2018/1/24,7:00 AM,45,76,Mostly Cloudy / Windy
2018/1/24,7:30 AM,45,76,Mostly Cloudy / Windy
2018/1/24,8:00 AM,45,76,Mostly Cloudy / Windy
2018/1/24,8:30 AM,43,81,Mostly Cloudy / Windy
2018/1/24,9:00 AM,43,81,Partly Cloudy
2018/1/24,9:30 AM,43,81,Partly Cloudy / Windy
2018/1/24,10:00 AM,45,76,Partly Cloudy / Windy
2018/1/24,10:30 AM,45,76,Partly Cloudy / Windy
2018/1/24,11:00 AM,45,76,Fair / Windy
2018/1/24,11:30 AM,45,71,Fair / Windy
2018/1/24,12:00 PM,46,71,Fair / Windy
2018/1/24,12:30 PM,46,66,Fair / Windy
2018/1/24,1:00 PM,46,71,Fair / Windy
2018/1/24,1:30 PM,45,71,Light Rain Shower / Windy
2018/1/24,2:00 PM,45,76,Light Rain Shower / Windy
2018/1/24,2:30 PM,46,66,Mostly Cloudy / Windy
2018/1/24,3:00 PM,46,71,Mostly Cloudy / Windy
2018/1/24,3:30 PM,46,71,Mostly Cloudy / Windy
2018/1/24,4:00 PM,45,76,Mostly Cloudy / Windy
2018/1/24,4:30 PM,45,71,Mostly Cloudy / Windy
2018/1/24,5:00 PM,45,76,Mostly Cloudy / Windy
2018/1/24,5:30 PM,43,81,Mostly Cloudy / Windy
2018/1/24,6:00 PM,43,76,Partly Cloudy / Windy
2018/1/24,6:30 PM,43,76,Partly Cloudy / Windy
2018/1/24,7:00 PM,43,76,Partly Cloudy / Windy
2018/1/24,7:30 PM,43,76,Partly Cloudy / Windy
2018/1/24,8:00 PM,43,70,Partly Cloudy / Windy
2018/1/24,8:30 PM,43,76,Partly Cloudy / Windy
2018/1/24,9:00 PM,43,70,Partly Cloudy / Windy
2018/1/24,9:30 PM,43,76,Partly Cloudy / Windy
2018/1/24,10:00 PM,43,76,Partly Cloudy / Windy
2018/1/24,10:30 PM,43,70,Mostly Cloudy / Windy
2018/1/24,11:00 PM,43,70,Partly Cloudy / Windy
2018/1/24,11:30 PM,43,70,Mostly Cloudy / Windy
2018/1/25,12:00 AM,41,93,Mostly Cloudy
2018/1/25,12:30 AM,41,93,Mostly Cloudy
2018/1/25,1:00 AM,41,76,Partly Cloudy / Windy
2018/1/25,1:30 AM,41,76,Partly Cloudy / Windy
2018/1/25,2:00 AM,41,76,Partly Cloudy / Windy
2018/1/25,2:30 AM,41,76,Partly Cloudy / Windy
2018/1/25,3:00 AM,41,76,Partly Cloudy / Windy
2018/1/25,3:30 AM,41,76,Partly Cloudy / Windy
2018/1/25,4:00 AM,41,76,Partly Cloudy / Windy
2018/1/25,4:30 AM,41,76,Partly Cloudy / Windy
2018/1/25,5:00 AM,41,76,Partly Cloudy / Windy
2018/1/25,5:30 AM,41,76,Partly Cloudy / Windy
2018/1/25,6:00 AM,41,76,Partly Cloudy
2018/1/25,6:30 AM,39,81,Partly Cloudy
2018/1/25,7:00 AM,39,81,Mostly Cloudy
2018/1/25,7:30 AM,39,81,Mostly Cloudy
2018/1/25,8:00 AM,41,76,Mostly Cloudy
2018/1/25,8:30 AM,39,81,Mostly Cloudy
2018/1/25,9:00 AM,41,76,Mostly Cloudy
2018/1/25,9:30 AM,41,76,Mostly Cloudy
2018/1/25,10:00 AM,41,76,Mostly Cloudy
2018/1/25,10:30 AM,43,70,Mostly Cloudy
2018/1/25,11:00 AM,43,76,Light Rain
2018/1/25,11:30 AM,43,81,Light Rain
2018/1/25,12:00 PM,41,81,Partly Cloudy
2018/1/25,12:30 PM,43,81,Partly Cloudy
2018/1/25,1:00 PM,45,76,Partly Cloudy
2018/1/25,1:30 PM,45,76,Mostly Cloudy
2018/1/25,2:00 PM,45,81,Mostly Cloudy
2018/1/25,2:30 PM,45,81,Partly Cloudy
2018/1/25,3:13 PM,46,76,Partly Cloudy / Windy
2018/1/25,3:30 PM,46,71,Partly Cloudy / Windy
2018/1/25,4:00 PM,46,71,Partly Cloudy / Windy
2018/1/25,4:30 PM,46,71,Partly Cloudy / Windy
2018/1/25,5:00 PM,45,76,Partly Cloudy / Windy
2018/1/25,5:26 PM,45,81,Partly Cloudy / Windy
2018/1/25,5:44 PM,43,87,Light Rain Shower / Windy
2018/1/25,6:00 PM,43,81,Partly Cloudy
2018/1/25,6:30 PM,41,87,Partly Cloudy / Windy
2018/1/25,7:00 PM,41,87,Partly Cloudy / Windy
2018/1/25,7:30 PM,41,87,Partly Cloudy / Windy
2018/1/25,8:00 PM,41,87,Partly Cloudy
2018/1/25,8:30 PM,41,87,Partly Cloudy
2018/1/25,9:00 PM,41,93,Light Rain Shower
2018/1/25,9:30 PM,41,87,Mostly Cloudy
2018/1/25,10:00 PM,43,87,Mostly Cloudy
2018/1/25,10:30 PM,43,87,Light Rain
2018/1/25,11:00 PM,43,87,Mostly Cloudy
2018/1/25,11:30 PM,43,87,Mostly Cloudy
2018/1/26,12:00 AM,45,81,Mostly Cloudy
2018/1/26,12:30 AM,45,81,Mostly Cloudy
2018/1/26,1:00 AM,41,87,Light Rain
2018/1/26,1:30 AM,41,87,Mostly Cloudy
2018/1/26,2:00 AM,41,87,Mostly Cloudy
2018/1/26,2:30 AM,41,87,Light Rain
2018/1/26,3:00 AM,39,87,Mostly Cloudy
2018/1/26,3:30 AM,37,93,Mostly Cloudy
2018/1/26,4:00 AM,37,93,Partly Cloudy
2018/1/26,4:30 AM,37,93,Fair
2018/1/26,5:00 AM,37,93,Fair
2018/1/26,5:30 AM,37,93,Fair
2018/1/26,6:00 AM,37,93,Fair
2018/1/26,6:30 AM,37,93,Fair
2018/1/26,7:00 AM,36,93,Partly Cloudy
2018/1/26,7:30 AM,36,93,Partly Cloudy
2018/1/26,8:00 AM,34,93,Partly Cloudy
2018/1/26,8:30 AM,34,93,Partly Cloudy
2018/1/26,9:00 AM,34,100,Partly Cloudy
2018/1/26,9:30 AM,36,93,Fair
2018/1/26,10:00 AM,36,93,Fair
2018/1/26,10:30 AM,37,93,Fair
2018/1/26,11:00 AM,37,100,Fair
2018/1/26,11:30 AM,39,93,Fair
2018/1/26,12:00 PM,41,87,Fair
2018/1/26,12:30 PM,43,81,Fair
2018/1/26,1:00 PM,43,81,Partly Cloudy
2018/1/26,1:30 PM,43,87,Mostly Cloudy
2018/1/26,2:00 PM,43,87,Mostly Cloudy
2018/1/26,2:30 PM,43,87,Mostly Cloudy
2018/1/26,3:00 PM,43,87,Mostly Cloudy
2018/1/26,3:30 PM,43,87,Mostly Cloudy
2018/1/26,4:00 PM,43,87,Mostly Cloudy
2018/1/26,4:30 PM,43,87,Mostly Cloudy
2018/1/26,5:00 PM,43,87,Mostly Cloudy
2018/1/26,5:30 PM,43,87,Mostly Cloudy
2018/1/26,6:00 PM,43,87,Mostly Cloudy
2018/1/26,6:30 PM,43,87,Mostly Cloudy
2018/1/26,7:00 PM,43,87,Mostly Cloudy
2018/1/26,7:30 PM,43,87,Mostly Cloudy
2018/1/26,8:00 PM,43,87,Mostly Cloudy
2018/1/26,8:30 PM,45,81,Mostly Cloudy
2018/1/26,9:00 PM,45,81,Light Rain
2018/1/26,9:30 PM,45,81,Light Rain
2018/1/26,10:00 PM,43,87,Light Rain
2018/1/26,10:30 PM,43,87,Light Rain
2018/1/26,11:00 PM,43,87,Mostly Cloudy
2018/1/26,11:30 PM,45,76,Mostly Cloudy
2018/1/27,12:00 AM,48,82,Partly Cloudy
2018/1/27,12:30 AM,48,82,Partly Cloudy
2018/1/27,1:00 AM,45,81,Mostly Cloudy
2018/1/27,1:30 AM,45,87,Mostly Cloudy
2018/1/27,2:00 AM,46,81,Mostly Cloudy
2018/1/27,2:30 AM,46,87,Mostly Cloudy
2018/1/27,3:00 AM,46,87,Mostly Cloudy / Windy
2018/1/27,3:30 AM,46,87,Mostly Cloudy
2018/1/27,4:00 AM,46,87,Light Rain
2018/1/27,4:30 AM,46,93,Light Rain
2018/1/27,5:00 AM,46,93,Light Rain
2018/1/27,5:30 AM,48,87,Light Rain
2018/1/27,6:00 AM,48,93,Light Rain
2018/1/27,6:30 AM,48,93,Light Rain
2018/1/27,7:00 AM,48,93,Light Rain
2018/1/27,7:30 AM,50,94,Light Rain
2018/1/27,8:00 AM,50,94,Light Rain / Windy
2018/1/27,8:30 AM,50,94,Light Rain
2018/1/27,9:00 AM,50,100,Light Rain / Windy
2018/1/27,9:30 AM,50,100,Light Rain / Windy
2018/1/27,10:00 AM,52,94,Light Rain
2018/1/27,10:30 AM,52,94,Light Drizzle
2018/1/27,11:00 AM,52,94,Light Drizzle
2018/1/27,11:30 AM,52,94,Mostly Cloudy
2018/1/27,12:00 PM,54,88,Mostly Cloudy
2018/1/27,12:30 PM,54,88,Mostly Cloudy
2018/1/27,1:00 PM,54,88,Mostly Cloudy
2018/1/27,1:30 PM,54,88,Mostly Cloudy
2018/1/27,2:00 PM,54,94,Mostly Cloudy
2018/1/27,2:30 PM,54,88,Mostly Cloudy / Windy
2018/1/27,3:00 PM,55,82,Mostly Cloudy / Windy
2018/1/27,3:30 PM,54,88,Showers in the Vicinity
2018/1/27,4:00 PM,54,94,Light Rain / Windy
2018/1/27,4:30 PM,54,82,Light Rain / Windy
2018/1/27,5:00 PM,52,94,Light Rain Shower / Windy
2018/1/27,5:30 PM,52,88,Mostly Cloudy / Windy
2018/1/27,6:00 PM,52,76,Mostly Cloudy / Windy
2018/1/27,6:30 PM,50,76,Mostly Cloudy / Windy
2018/1/27,7:00 PM,50,76,Mostly Cloudy / Windy
2018/1/27,7:30 PM,48,82,Mostly Cloudy / Windy
2018/1/27,8:00 PM,48,82,Mostly Cloudy / Windy
2018/1/27,8:30 PM,48,82,Mostly Cloudy / Windy
2018/1/27,9:00 PM,46,87,Partly Cloudy / Windy
2018/1/27,9:30 PM,46,87,Fair
2018/1/27,10:00 PM,46,87,Fair / Windy
2018/1/27,10:30 PM,46,87,Partly Cloudy
2018/1/27,11:00 PM,46,87,Partly Cloudy
2018/1/27,11:30 PM,46,87,Partly Cloudy
2018/1/28,12:00 AM,50,87,Mostly Cloudy / Windy
2018/1/28,12:30 AM,52,82,Mostly Cloudy / Windy
2018/1/28,1:00 AM,46,87,Partly Cloudy
2018/1/28,1:30 AM,48,87,Partly Cloudy
2018/1/28,2:00 AM,48,87,Partly Cloudy
2018/1/28,2:30 AM,50,87,Partly Cloudy
2018/1/28,3:00 AM,50,87,Light Drizzle
2018/1/28,3:30 AM,50,94,Mostly Cloudy
2018/1/28,4:00 AM,50,94,Mostly Cloudy
2018/1/28,4:30 AM,50,94,Mostly Cloudy
2018/1/28,5:00 AM,52,94,Light Drizzle / Windy
2018/1/28,6:00 AM,52,94,Mostly Cloudy / Windy
2018/1/28,6:30 AM,54,94,Light Drizzle / Windy
2018/1/28,7:00 AM,54,94,Light Rain / Windy
2018/1/28,7:30 AM,54,88,Mostly Cloudy / Windy
2018/1/28,8:00 AM,54,88,Light Rain / Windy
2018/1/28,8:30 AM,54,88,Light Rain / Windy
2018/1/28,9:00 AM,54,94,Light Drizzle / Windy
2018/1/28,9:30 AM,54,88,Light Drizzle / Windy
2018/1/28,10:00 AM,54,94,Light Rain / Windy
2018/1/28,10:30 AM,54,88,Light Drizzle / Windy
2018/1/28,11:00 AM,54,88,Light Drizzle / Windy
2018/1/28,11:30 AM,54,88,Mostly Cloudy / Windy
2018/1/28,12:00 PM,54,88,Mostly Cloudy / Windy
2018/1/28,12:30 PM,54,88,Mostly Cloudy / Windy
2018/1/28,1:00 PM,55,82,Mostly Cloudy / Windy
2018/1/28,1:30 PM,55,82,Mostly Cloudy / Windy
2018/1/28,2:00 PM,55,82,Mostly Cloudy / Windy
2018/1/28,2:30 PM,55,77,Light Drizzle / Windy
2018/1/28,3:00 PM,54,82,Mostly Cloudy / Windy
2018/1/28,3:30 PM,55,77,Mostly Cloudy
2018/1/28,4:00 PM,55,77,Mostly Cloudy / Windy
2018/1/28,4:30 PM,54,77,Mostly Cloudy / Windy
2018/1/28,5:00 PM,54,77,Mostly Cloudy / Windy
2018/1/28,5:30 PM,54,77,Mostly Cloudy / Windy
2018/1/28,6:00 PM,54,72,Mostly Cloudy / Windy
2018/1/28,6:30 PM,54,72,Mostly Cloudy / Windy
2018/1/28,7:00 PM,52,76,Mostly Cloudy / Windy
2018/1/28,7:30 PM,52,82,Mostly Cloudy / Windy
2018/1/28,8:00 PM,52,82,Light Drizzle
2018/1/28,8:30 PM,52,82,Light Drizzle / Windy
2018/1/28,9:00 PM,52,82,Mostly Cloudy / Windy
2018/1/28,9:30 PM,52,82,Mostly Cloudy / Windy
2018/1/28,10:00 PM,52,82,Mostly Cloudy / Windy
2018/1/28,10:30 PM,52,82,Mostly Cloudy / Windy
2018/1/28,11:00 PM,52,82,Mostly Cloudy / Windy
2018/1/28,11:30 PM,52,88,Light Drizzle / Windy
2018/1/29,12:00 AM,37,87,Fair
2018/1/29,12:30 AM,37,87,Fair
2018/1/29,1:00 AM,52,88,Mostly Cloudy / Windy
2018/1/29,1:30 AM,52,88,Mostly Cloudy / Windy
2018/1/29,2:00 AM,52,88,Mostly Cloudy / Windy
2018/1/29,2:30 AM,52,88,Mostly Cloudy / Windy
2018/1/29,3:00 AM,52,88,Light Rain / Windy
2018/1/29,3:30 AM,52,88,Light Rain / Windy
2018/1/29,4:00 AM,52,88,Light Rain / Windy
2018/1/29,4:30 AM,50,94,Light Rain / Windy
2018/1/29,5:00 AM,50,94,Light Rain / Windy
2018/1/29,5:30 AM,50,94,Light Rain / Windy
2018/1/29,6:00 AM,48,93,Rain
2018/1/29,6:30 AM,48,93,Light Rain
2018/1/29,7:00 AM,46,100,Light Rain
2018/1/29,7:30 AM,46,93,Light Rain
2018/1/29,8:00 AM,45,93,Light Rain
2018/1/29,8:30 AM,45,93,Light Rain
2018/1/29,9:00 AM,45,93,Light Rain
2018/1/29,9:30 AM,45,87,Light Rain / Windy
2018/1/29,10:00 AM,43,93,Light Rain
2018/1/29,10:30 AM,43,93,Mostly Cloudy
2018/1/29,11:00 AM,43,87,Partly Cloudy
2018/1/29,11:30 AM,43,93,Partly Cloudy
2018/1/29,12:00 PM,45,87,Partly Cloudy
2018/1/29,12:30 PM,45,81,Fair
2018/1/29,1:00 PM,45,81,Fair
2018/1/29,1:30 PM,45,76,Fair
2018/1/29,2:00 PM,45,76,Partly Cloudy
2018/1/29,2:30 PM,45,76,Fair
2018/1/29,3:00 PM,45,76,Fair
2018/1/29,3:30 PM,45,76,Fair
2018/1/29,4:00 PM,45,76,Fair
2018/1/29,4:30 PM,45,71,Fair
2018/1/29,5:00 PM,43,76,Partly Cloudy
2018/1/29,5:30 PM,45,71,Mostly Cloudy
2018/1/29,6:00 PM,43,81,Mostly Cloudy
2018/1/29,6:30 PM,41,81,Mostly Cloudy
2018/1/29,7:00 PM,41,81,Partly Cloudy
2018/1/29,7:30 PM,41,87,Light Rain Shower
2018/1/29,8:00 PM,41,81,Partly Cloudy
2018/1/29,8:30 PM,39,81,Partly Cloudy
2018/1/29,9:00 PM,41,81,Fair
2018/1/29,9:30 PM,39,87,Fair
2018/1/29,10:00 PM,39,81,Fair
2018/1/29,10:30 PM,39,81,Fair
2018/1/29,11:00 PM,37,87,Fair
2018/1/29,11:30 PM,37,87,Fair
2018/1/30,12:00 AM,43,93,Light Rain / Windy
2018/1/30,12:30 AM,43,93,Mostly Cloudy
2018/1/30,1:00 AM,37,87,Fair
2018/1/30,1:30 AM,37,87,Fair
2018/1/30,2:00 AM,37,87,Fair
2018/1/30,2:30 AM,37,87,Fair
2018/1/30,3:00 AM,37,87,Partly Cloudy
2018/1/30,3:30 AM,37,87,Partly Cloudy
2018/1/30,4:00 AM,37,87,Partly Cloudy
2018/1/30,4:30 AM,37,87,Partly Cloudy
2018/1/30,5:00 AM,39,81,Mostly Cloudy
2018/1/30,5:30 AM,39,81,Mostly Cloudy
2018/1/30,6:00 AM,39,81,Mostly Cloudy
2018/1/30,6:30 AM,39,81,Mostly Cloudy
2018/1/30,7:00 AM,37,87,Fair
2018/1/30,7:30 AM,37,87,Fair
2018/1/30,8:00 AM,37,87,Fair
2018/1/30,8:30 AM,37,87,Partly Cloudy
2018/1/30,9:00 AM,37,87,Mostly Cloudy
2018/1/30,9:30 AM,39,75,Mostly Cloudy
2018/1/30,10:00 AM,39,75,Mostly Cloudy
2018/1/30,10:30 AM,39,75,Mostly Cloudy
2018/1/30,11:00 AM,41,70,Mostly Cloudy
2018/1/30,11:30 AM,41,76,Mostly Cloudy
2018/1/30,12:00 PM,41,76,Mostly Cloudy
2018/1/30,12:30 PM,43,70,Mostly Cloudy
2018/1/30,1:00 PM,43,70,Mostly Cloudy
2018/1/30,1:30 PM,43,70,Mostly Cloudy
2018/1/30,2:00 PM,43,76,Mostly Cloudy
2018/1/30,2:30 PM,43,76,Mostly Cloudy
2018/1/30,3:00 PM,43,70,Mostly Cloudy
2018/1/30,3:30 PM,43,66,Mostly Cloudy
2018/1/30,4:00 PM,43,66,Mostly Cloudy
2018/1/30,4:30 PM,43,66,Mostly Cloudy
2018/1/30,5:00 PM,43,70,Cloudy
2018/1/30,5:30 PM,43,70,Mostly Cloudy
2018/1/30,6:00 PM,43,76,Light Drizzle
2018/1/30,6:30 PM,43,76,Mostly Cloudy
2018/1/30,7:00 PM,41,87,Mostly Cloudy
2018/1/30,7:30 PM,41,87,Mostly Cloudy
2018/1/30,8:00 PM,43,76,Mostly Cloudy
2018/1/30,8:30 PM,43,81,Mostly Cloudy
2018/1/30,9:00 PM,43,81,Mostly Cloudy
2018/1/30,9:30 PM,43,81,Mostly Cloudy
2018/1/30,10:00 PM,43,81,Light Rain
2018/1/30,10:30 PM,43,87,Light Rain / Windy
2018/1/30,11:00 PM,43,87,Light Rain / Windy
2018/1/30,11:30 PM,43,93,Light Rain / Windy
2018/1/31,12:00 AM,39,87,Fair
2018/1/31,12:30 AM,37,93,Fair
2018/1/31,1:00 AM,45,87,Mostly Cloudy
2018/1/31,1:30 AM,45,81,Light Rain
2018/1/31,2:00 AM,45,87,Light Rain
2018/1/31,2:30 AM,45,81,Light Rain / Windy
2018/1/31,3:00 AM,45,81,Mostly Cloudy
2018/1/31,3:30 AM,45,81,Light Rain Shower / Windy
2018/1/31,4:00 AM,43,81,Light Rain Shower / Windy
2018/1/31,4:30 AM,41,81,Light Rain Shower / Windy
2018/1/31,5:00 AM,37,93,Rain Shower / Windy
2018/1/31,5:30 AM,39,87,Light Rain Shower / Windy
2018/1/31,6:00 AM,39,70,Light Rain Shower / Windy
2018/1/31,6:30 AM,37,81,Light Rain Shower / Windy
2018/1/31,7:00 AM,36,87,Partly Cloudy / Windy
2018/1/31,7:30 AM,36,87,Partly Cloudy
2018/1/31,8:00 AM,36,87,Partly Cloudy / Windy
2018/1/31,8:30 AM,36,87,Mostly Cloudy
2018/1/31,9:00 AM,34,93,Light Rain Shower
2018/1/31,9:30 AM,36,87,Fair
2018/1/31,10:00 AM,36,81,Fair
2018/1/31,10:30 AM,36,87,Partly Cloudy
2018/1/31,11:00 AM,37,81,Showers in the Vicinity
2018/1/31,11:30 AM,36,87,Light Rain Shower / Windy
2018/1/31,12:00 PM,36,93,Showers in the Vicinity
2018/1/31,12:30 PM,37,87,Showers in the Vicinity
2018/1/31,1:00 PM,37,81,Showers in the Vicinity
2018/1/31,1:30 PM,39,81,Showers in the Vicinity
2018/1/31,2:00 PM,39,75,Showers in the Vicinity
2018/1/31,2:30 PM,39,75,Showers in the Vicinity
2018/1/31,3:00 PM,37,87,Mostly Cloudy / Windy
2018/1/31,3:30 PM,39,75,Mostly Cloudy / Windy
2018/1/31,4:00 PM,39,75,Partly Cloudy / Windy
2018/1/31,4:30 PM,39,75,Partly Cloudy / Windy
2018/1/31,5:00 PM,39,75,Light Rain Shower
2018/1/31,5:30 PM,37,87,Partly Cloudy / Windy
2018/1/31,6:00 PM,37,87,Partly Cloudy / Windy
2018/1/31,6:30 PM,37,87,Partly Cloudy / Windy
2018/1/31,7:00 PM,37,87,Mostly Cloudy / Windy
2018/1/31,7:30 PM,37,87,Mostly Cloudy / Windy
2018/1/31,8:00 PM,37,87,Light Rain Shower / Windy
2018/1/31,8:30 PM,36,93,Mostly Cloudy / Windy
2018/1/31,9:00 PM,37,93,Mostly Cloudy / Windy
2018/1/31,9:30 PM,37,87,Mostly Cloudy / Windy
2018/1/31,10:00 PM,37,93,Mostly Cloudy / Windy
2018/1/31,10:30 PM,39,87,Mostly Cloudy / Windy
2018/1/31,11:00 PM,39,87,Mostly Cloudy
2018/1/31,11:30 PM,39,87,Mostly Cloudy
