,date,time,temp,humid,windspeed,condition
2018-11-14 11:30:00,2018-11-14,11:30:00,55,88,16,Mostly Cloudy
2018-11-14 12:00:00,2018-11-14,12:00:00,55,88,13,Mostly Cloudy
2018-11-14 12:30:00,2018-11-14,12:30:00,55,88,15,Mostly Cloudy
2018-11-14 13:00:00,2018-11-14,13:00:00,55,88,13,Mostly Cloudy
2018-11-14 13:30:00,2018-11-14,13:30:00,57,82,16,Mostly Cloudy
2018-11-14 14:00:00,2018-11-14,14:00:00,57,82,14,Mostly Cloudy
2018-11-14 14:30:00,2018-11-14,14:30:00,57,82,17,Cloudy
2018-11-14 15:00:00,2018-11-14,15:00:00,57,82,14,Cloudy
2018-11-14 15:30:00,2018-11-14,15:30:00,57,82,16,Mostly Cloudy
2018-11-14 16:00:00,2018-11-14,16:00:00,57,82,14,Mostly Cloudy
2018-11-14 16:30:00,2018-11-14,16:30:00,57,82,15,Mostly Cloudy
2018-11-14 17:00:00,2018-11-14,17:00:00,57,82,17,Mostly Cloudy
2018-11-14 17:30:00,2018-11-14,17:30:00,57,82,12,Mostly Cloudy
2018-11-14 18:00:00,2018-11-14,18:00:00,55,88,18,Mostly Cloudy
2018-11-14 18:30:00,2018-11-14,18:30:00,55,82,13,Mostly Cloudy
2018-11-14 19:00:00,2018-11-14,19:00:00,57,82,15,Mostly Cloudy
2018-11-14 19:30:00,2018-11-14,19:30:00,57,77,12,Mostly Cloudy
2018-11-14 20:00:00,2018-11-14,20:00:00,55,82,13,Mostly Cloudy
2018-11-14 20:30:00,2018-11-14,20:30:00,55,82,13,Mostly Cloudy
2018-11-14 21:00:00,2018-11-14,21:00:00,57,77,8,Mostly Cloudy
2018-11-14 21:30:00,2018-11-14,21:30:00,55,82,12,Mostly Cloudy
2018-11-14 22:00:00,2018-11-14,22:00:00,55,82,10,Cloudy
2018-11-14 22:30:00,2018-11-14,22:30:00,55,82,6,Mostly Cloudy
2018-11-14 23:00:00,2018-11-14,23:00:00,55,82,7,Mostly Cloudy
2018-11-14 23:30:00,2018-11-14,23:30:00,55,82,10,Mostly Cloudy
2018-11-15 00:00:00,2018-11-15,00:00:00,46,81,6,Fair
2018-11-15 00:30:00,2018-11-15,00:30:00,45,81,5,Fair
2018-11-15 01:00:00,2018-11-15,01:00:00,55,82,8,Mostly Cloudy
2018-11-15 01:30:00,2018-11-15,01:30:00,55,82,10,Mostly Cloudy
2018-11-15 02:00:00,2018-11-15,02:00:00,55,82,8,Mostly Cloudy
2018-11-15 02:30:00,2018-11-15,02:30:00,55,82,7,Mostly Cloudy
2018-11-15 03:00:00,2018-11-15,03:00:00,55,82,13,Mostly Cloudy
2018-11-15 03:30:00,2018-11-15,03:30:00,55,82,6,Mostly Cloudy
2018-11-15 04:00:00,2018-11-15,04:00:00,55,82,7,Mostly Cloudy
2018-11-15 04:30:00,2018-11-15,04:30:00,55,82,9,Mostly Cloudy
2018-11-15 05:00:00,2018-11-15,05:00:00,55,82,12,Mostly Cloudy
2018-11-15 05:30:00,2018-11-15,05:30:00,55,82,8,Mostly Cloudy
2018-11-15 06:00:00,2018-11-15,06:00:00,55,82,7,Mostly Cloudy
2018-11-15 06:30:00,2018-11-15,06:30:00,54,88,12,Mostly Cloudy
2018-11-15 07:00:00,2018-11-15,07:00:00,54,88,15,Mostly Cloudy
2018-11-15 07:30:00,2018-11-15,07:30:00,54,88,15,Mostly Cloudy
2018-11-15 08:00:00,2018-11-15,08:00:00,54,82,17,Partly Cloudy
2018-11-15 08:30:00,2018-11-15,08:30:00,52,76,17,Fair
2018-11-15 09:00:00,2018-11-15,09:00:00,52,82,17,Fair
2018-11-15 09:30:00,2018-11-15,09:30:00,52,82,18,Fair
2018-11-15 10:00:00,2018-11-15,10:00:00,54,77,20,Fair
2018-11-15 10:30:00,2018-11-15,10:30:00,54,77,23,Fair / Windy
2018-11-15 11:00:00,2018-11-15,11:00:00,55,77,24,Fair / Windy
2018-11-15 11:30:00,2018-11-15,11:30:00,55,82,23,Fair / Windy
2018-11-15 12:00:00,2018-11-15,12:00:00,55,82,18,Partly Cloudy
2018-11-15 12:30:00,2018-11-15,12:30:00,55,88,16,Mostly Cloudy
2018-11-15 13:00:00,2018-11-15,13:00:00,57,77,14,Mostly Cloudy
2018-11-15 13:30:00,2018-11-15,13:30:00,57,77,10,Mostly Cloudy
2018-11-15 14:00:00,2018-11-15,14:00:00,57,77,12,Mostly Cloudy
2018-11-15 14:30:00,2018-11-15,14:30:00,57,77,12,Mostly Cloudy
2018-11-15 15:00:00,2018-11-15,15:00:00,57,77,9,Cloudy
2018-11-15 15:30:00,2018-11-15,15:30:00,55,82,17,Light Rain
2018-11-15 16:00:00,2018-11-15,16:00:00,55,82,13,Mostly Cloudy
2018-11-15 16:30:00,2018-11-15,16:30:00,57,72,16,Mostly Cloudy
2018-11-15 17:00:00,2018-11-15,17:00:00,55,77,13,Mostly Cloudy
2018-11-15 17:30:00,2018-11-15,17:30:00,55,82,15,Light Rain
2018-11-15 18:00:00,2018-11-15,18:00:00,54,82,9,Light Rain
2018-11-15 18:30:00,2018-11-15,18:30:00,52,82,10,Mostly Cloudy
2018-11-15 19:00:00,2018-11-15,19:00:00,52,76,13,Mostly Cloudy
2018-11-15 19:30:00,2018-11-15,19:30:00,52,76,10,Mostly Cloudy
2018-11-15 20:00:00,2018-11-15,20:00:00,52,76,8,Mostly Cloudy
2018-11-15 20:30:00,2018-11-15,20:30:00,52,76,7,Mostly Cloudy
2018-11-15 21:00:00,2018-11-15,21:00:00,52,76,6,Mostly Cloudy
2018-11-15 21:30:00,2018-11-15,21:30:00,50,82,7,Partly Cloudy
2018-11-15 22:00:00,2018-11-15,22:00:00,48,87,8,Fair
2018-11-15 22:30:00,2018-11-15,22:30:00,50,76,5,Fair
2018-11-15 23:00:00,2018-11-15,23:00:00,50,76,6,Fair
2018-11-15 23:30:00,2018-11-15,23:30:00,48,76,7,Fair
2018-11-16 00:00:00,2018-11-16,00:00:00,55,88,12,Cloudy
2018-11-16 00:30:00,2018-11-16,00:30:00,54,94,10,Cloudy
2018-11-16 01:00:00,2018-11-16,01:00:00,45,87,2,Fair
2018-11-16 01:30:00,2018-11-16,01:30:00,41,93,2,Fair
2018-11-16 02:00:00,2018-11-16,02:00:00,39,87,2,Fair
2018-11-16 02:30:00,2018-11-16,02:30:00,37,100,1,Fair
2018-11-16 03:00:00,2018-11-16,03:00:00,37,93,3,Fair
2018-11-16 03:30:00,2018-11-16,03:30:00,37,100,5,Fair
2018-11-16 04:00:00,2018-11-16,04:00:00,45,100,8,Mostly Cloudy
2018-11-16 04:30:00,2018-11-16,04:30:00,43,100,5,Mostly Cloudy
2018-11-16 05:00:00,2018-11-16,05:00:00,48,93,7,Mostly Cloudy
2018-11-16 05:30:00,2018-11-16,05:30:00,48,100,7,Mostly Cloudy
2018-11-16 06:00:00,2018-11-16,06:00:00,50,94,8,Mostly Cloudy
2018-11-16 06:30:00,2018-11-16,06:30:00,50,100,9,Mostly Cloudy
2018-11-16 07:00:00,2018-11-16,07:00:00,52,94,8,Mostly Cloudy
2018-11-16 07:30:00,2018-11-16,07:30:00,52,94,9,Mostly Cloudy
2018-11-16 08:00:00,2018-11-16,08:00:00,52,94,12,Mostly Cloudy
2018-11-16 08:30:00,2018-11-16,08:30:00,54,88,8,Mostly Cloudy
2018-11-16 09:00:00,2018-11-16,09:00:00,54,88,9,Mostly Cloudy
2018-11-16 09:30:00,2018-11-16,09:30:00,54,82,9,Mostly Cloudy
2018-11-16 10:00:00,2018-11-16,10:00:00,54,82,12,Mostly Cloudy
2018-11-16 10:30:00,2018-11-16,10:30:00,55,77,15,Mostly Cloudy
2018-11-16 11:00:00,2018-11-16,11:00:00,55,77,16,Mostly Cloudy
2018-11-16 11:30:00,2018-11-16,11:30:00,55,82,15,Mostly Cloudy
2018-11-16 12:00:00,2018-11-16,12:00:00,57,77,16,Mostly Cloudy
2018-11-16 12:30:00,2018-11-16,12:30:00,57,77,14,Mostly Cloudy
2018-11-16 13:00:00,2018-11-16,13:00:00,57,72,17,Mostly Cloudy
2018-11-16 13:30:00,2018-11-16,13:30:00,57,77,16,Mostly Cloudy
2018-11-16 14:00:00,2018-11-16,14:00:00,55,82,17,Mostly Cloudy
2018-11-16 14:30:00,2018-11-16,14:30:00,57,72,15,Partly Cloudy
2018-11-16 15:00:00,2018-11-16,15:00:00,57,72,12,Partly Cloudy
2018-11-16 15:30:00,2018-11-16,15:30:00,57,72,12,Partly Cloudy
2018-11-16 16:00:00,2018-11-16,16:00:00,57,77,8,Partly Cloudy
2018-11-16 16:30:00,2018-11-16,16:30:00,55,82,7,Mostly Cloudy
2018-11-16 17:00:00,2018-11-16,17:00:00,55,82,14,Mostly Cloudy
2018-11-16 17:30:00,2018-11-16,17:30:00,55,82,13,Mostly Cloudy
2018-11-16 18:00:00,2018-11-16,18:00:00,55,88,9,Mostly Cloudy
2018-11-16 18:30:00,2018-11-16,18:30:00,55,88,10,Mostly Cloudy
2018-11-16 19:00:00,2018-11-16,19:00:00,55,88,12,Mostly Cloudy
2018-11-16 19:30:00,2018-11-16,19:30:00,55,88,9,Mostly Cloudy
2018-11-16 20:00:00,2018-11-16,20:00:00,55,88,14,Mostly Cloudy
2018-11-16 20:30:00,2018-11-16,20:30:00,54,94,12,Mostly Cloudy
2018-11-16 21:00:00,2018-11-16,21:00:00,54,94,8,Mostly Cloudy
2018-11-16 21:30:00,2018-11-16,21:30:00,54,94,9,Mostly Cloudy
2018-11-16 22:00:00,2018-11-16,22:00:00,54,94,10,Mostly Cloudy
2018-11-16 22:30:00,2018-11-16,22:30:00,55,82,10,Mostly Cloudy
2018-11-16 23:00:00,2018-11-16,23:00:00,55,88,9,Cloudy
2018-11-16 23:30:00,2018-11-16,23:30:00,55,88,9,Cloudy
2018-11-17 00:00:00,2018-11-17,00:00:00,45,87,9,Fair
2018-11-17 00:30:00,2018-11-17,00:30:00,43,87,8,Fair
2018-11-17 01:00:00,2018-11-17,01:00:00,54,88,14,Cloudy
2018-11-17 01:30:00,2018-11-17,01:30:00,54,88,12,Cloudy
2018-11-17 02:00:00,2018-11-17,02:00:00,54,88,12,Mostly Cloudy
2018-11-17 02:30:00,2018-11-17,02:30:00,54,88,9,Light Drizzle
2018-11-17 03:00:00,2018-11-17,03:00:00,54,88,10,Light Drizzle
2018-11-17 03:30:00,2018-11-17,03:30:00,52,94,10,Light Drizzle
2018-11-17 04:00:00,2018-11-17,04:00:00,54,88,12,Mostly Cloudy
2018-11-17 04:30:00,2018-11-17,04:30:00,54,88,14,Mostly Cloudy
2018-11-17 05:00:00,2018-11-17,05:00:00,54,88,15,Cloudy
2018-11-17 05:30:00,2018-11-17,05:30:00,54,88,12,Cloudy
2018-11-17 06:00:00,2018-11-17,06:00:00,54,88,13,Cloudy
2018-11-17 06:30:00,2018-11-17,06:30:00,54,88,13,Mostly Cloudy
2018-11-17 07:00:00,2018-11-17,07:00:00,54,88,16,Cloudy
2018-11-17 07:30:00,2018-11-17,07:30:00,54,88,16,Cloudy
2018-11-17 08:00:00,2018-11-17,08:00:00,54,88,16,Cloudy
2018-11-17 08:30:00,2018-11-17,08:30:00,52,94,15,Cloudy
2018-11-17 09:00:00,2018-11-17,09:00:00,54,88,14,Mostly Cloudy
2018-11-17 09:30:00,2018-11-17,09:30:00,54,88,14,Mostly Cloudy
2018-11-17 10:00:00,2018-11-17,10:00:00,52,94,13,Mostly Cloudy
2018-11-17 10:30:00,2018-11-17,10:30:00,54,88,12,Mostly Cloudy
2018-11-17 11:00:00,2018-11-17,11:00:00,52,88,12,Mostly Cloudy
2018-11-17 11:30:00,2018-11-17,11:30:00,52,88,9,Mostly Cloudy
2018-11-17 12:00:00,2018-11-17,12:00:00,54,82,12,Mostly Cloudy
2018-11-17 12:30:00,2018-11-17,12:30:00,52,88,10,Mostly Cloudy
2018-11-17 13:00:00,2018-11-17,13:00:00,54,82,13,Partly Cloudy
2018-11-17 13:30:00,2018-11-17,13:30:00,54,82,12,Partly Cloudy
2018-11-17 14:00:00,2018-11-17,14:00:00,52,88,9,Mostly Cloudy
2018-11-17 14:30:00,2018-11-17,14:30:00,52,88,13,Mostly Cloudy
2018-11-17 15:00:00,2018-11-17,15:00:00,52,88,10,Partly Cloudy
2018-11-17 15:30:00,2018-11-17,15:30:00,52,82,9,Mostly Cloudy
2018-11-17 16:00:00,2018-11-17,16:00:00,52,82,13,Mostly Cloudy
2018-11-17 16:30:00,2018-11-17,16:30:00,52,82,10,Mostly Cloudy
2018-11-17 17:00:00,2018-11-17,17:00:00,52,82,9,Fair
2018-11-17 17:30:00,2018-11-17,17:30:00,50,87,7,Fair
2018-11-17 18:00:00,2018-11-17,18:00:00,48,93,7,Fair
2018-11-17 18:30:00,2018-11-17,18:30:00,48,93,7,Fair
2018-11-17 19:00:00,2018-11-17,19:00:00,46,93,8,Fair
2018-11-17 19:30:00,2018-11-17,19:30:00,48,93,10,Fair
2018-11-17 20:00:00,2018-11-17,20:00:00,48,93,8,Mostly Cloudy
2018-11-17 20:30:00,2018-11-17,20:30:00,48,93,8,Partly Cloudy
2018-11-17 21:00:00,2018-11-17,21:00:00,46,93,9,Fair
2018-11-17 21:30:00,2018-11-17,21:30:00,45,100,9,Fair
2018-11-17 22:00:00,2018-11-17,22:00:00,45,93,12,Fair
2018-11-17 22:30:00,2018-11-17,22:30:00,46,93,9,Fair
2018-11-17 23:00:00,2018-11-17,23:00:00,46,93,10,Fair
2018-11-17 23:30:00,2018-11-17,23:30:00,46,87,8,Fair
2018-11-18 00:00:00,2018-11-18,00:00:00,48,76,18,Fair
2018-11-18 00:30:00,2018-11-18,00:30:00,46,81,17,Fair
2018-11-18 01:00:00,2018-11-18,01:00:00,45,81,7,Fair
2018-11-18 01:30:00,2018-11-18,01:30:00,48,71,8,Fair
2018-11-18 02:00:00,2018-11-18,02:00:00,48,71,8,Fair
2018-11-18 02:30:00,2018-11-18,02:30:00,48,66,7,Fair
2018-11-18 03:00:00,2018-11-18,03:00:00,46,76,9,Fair
2018-11-18 03:30:00,2018-11-18,03:30:00,45,76,9,Fair
2018-11-18 04:00:00,2018-11-18,04:00:00,46,71,6,Fair
2018-11-18 04:30:00,2018-11-18,04:30:00,43,76,2,Fair
2018-11-18 05:00:00,2018-11-18,05:00:00,45,71,8,Fair
2018-11-18 05:30:00,2018-11-18,05:30:00,46,71,7,Fair
2018-11-18 06:00:00,2018-11-18,06:00:00,45,76,3,Fair
2018-11-18 06:30:00,2018-11-18,06:30:00,45,76,7,Fair
2018-11-18 07:00:00,2018-11-18,07:00:00,43,76,9,Fair
2018-11-18 07:30:00,2018-11-18,07:30:00,43,81,7,Partly Cloudy
2018-11-18 08:00:00,2018-11-18,08:00:00,45,87,10,Partly Cloudy
2018-11-18 08:30:00,2018-11-18,08:30:00,46,81,14,Fair
2018-11-18 09:00:00,2018-11-18,09:00:00,46,81,12,Fair
2018-11-18 09:30:00,2018-11-18,09:30:00,46,87,12,Fair
2018-11-18 10:00:00,2018-11-18,10:00:00,46,93,16,Fair
2018-11-18 10:30:00,2018-11-18,10:30:00,48,87,12,Fair
2018-11-18 11:00:00,2018-11-18,11:00:00,50,82,13,Fair
2018-11-18 11:30:00,2018-11-18,11:30:00,50,87,16,Fair
2018-11-18 12:00:00,2018-11-18,12:00:00,50,82,15,Fair
2018-11-18 12:30:00,2018-11-18,12:30:00,52,76,15,Fair
2018-11-18 13:00:00,2018-11-18,13:00:00,50,82,16,Fair
2018-11-18 13:30:00,2018-11-18,13:30:00,50,82,20,Fair
2018-11-18 14:00:00,2018-11-18,14:00:00,52,76,13,Fair
2018-11-18 14:30:00,2018-11-18,14:30:00,52,76,13,Fair
2018-11-18 15:00:00,2018-11-18,15:00:00,50,87,16,Fair
2018-11-18 15:30:00,2018-11-18,15:30:00,50,82,17,Fair
2018-11-18 16:00:00,2018-11-18,16:00:00,50,82,17,Fair
2018-11-18 16:30:00,2018-11-18,16:30:00,48,87,13,Fair
2018-11-18 17:00:00,2018-11-18,17:00:00,48,82,17,Fair
2018-11-18 17:30:00,2018-11-18,17:30:00,48,82,13,Fair
2018-11-18 18:00:00,2018-11-18,18:00:00,46,87,9,Fair
2018-11-18 18:30:00,2018-11-18,18:30:00,46,87,15,Fair
2018-11-18 19:00:00,2018-11-18,19:00:00,48,82,15,Fair
2018-11-18 19:30:00,2018-11-18,19:30:00,48,82,16,Fair
2018-11-18 20:00:00,2018-11-18,20:00:00,46,87,8,Fair
2018-11-18 20:30:00,2018-11-18,20:30:00,46,87,10,Fair
2018-11-18 21:00:00,2018-11-18,21:00:00,46,81,10,Fair
2018-11-18 21:30:00,2018-11-18,21:30:00,46,87,17,Fair
2018-11-18 22:00:00,2018-11-18,22:00:00,46,87,9,Fair
2018-11-18 22:30:00,2018-11-18,22:30:00,46,81,9,Fair
2018-11-18 23:00:00,2018-11-18,23:00:00,48,82,14,Fair
2018-11-18 23:30:00,2018-11-18,23:30:00,48,76,17,Fair
2018-11-19 00:00:00,2018-11-19,00:00:00,46,71,21,Mostly Cloudy / Windy
2018-11-19 00:30:00,2018-11-19,00:30:00,45,81,23,Light Rain Shower / Windy
2018-11-19 01:00:00,2018-11-19,01:00:00,48,71,21,Fair / Windy
2018-11-19 01:30:00,2018-11-19,01:30:00,46,76,20,Fair
2018-11-19 02:00:00,2018-11-19,02:00:00,46,76,17,Fair
2018-11-19 02:30:00,2018-11-19,02:30:00,46,76,20,Fair
2018-11-19 03:00:00,2018-11-19,03:00:00,46,71,21,Fair / Windy
2018-11-19 03:30:00,2018-11-19,03:30:00,46,71,18,Fair
2018-11-19 04:00:00,2018-11-19,04:00:00,46,76,16,Fair
2018-11-19 04:30:00,2018-11-19,04:30:00,46,76,16,Fair
2018-11-19 05:00:00,2018-11-19,05:00:00,46,71,18,Fair
2018-11-19 05:30:00,2018-11-19,05:30:00,46,76,21,Fair / Windy
2018-11-19 06:00:00,2018-11-19,06:00:00,45,81,17,Fair
2018-11-19 06:30:00,2018-11-19,06:30:00,46,81,16,Fair
2018-11-19 07:00:00,2018-11-19,07:00:00,46,76,17,Partly Cloudy
2018-11-19 07:30:00,2018-11-19,07:30:00,46,81,16,Partly Cloudy
2018-11-19 08:00:00,2018-11-19,08:00:00,48,76,18,Mostly Cloudy
2018-11-19 08:30:00,2018-11-19,08:30:00,48,71,17,Mostly Cloudy
2018-11-19 09:00:00,2018-11-19,09:00:00,48,76,20,Mostly Cloudy
2018-11-19 09:30:00,2018-11-19,09:30:00,48,76,18,Mostly Cloudy
2018-11-19 10:00:00,2018-11-19,10:00:00,48,71,20,Mostly Cloudy
2018-11-19 10:30:00,2018-11-19,10:30:00,46,76,20,Mostly Cloudy
2018-11-19 11:00:00,2018-11-19,11:00:00,46,71,21,Mostly Cloudy / Windy
2018-11-19 11:30:00,2018-11-19,11:30:00,48,66,21,Mostly Cloudy / Windy
2018-11-19 12:00:00,2018-11-19,12:00:00,46,71,22,Mostly Cloudy / Windy
2018-11-19 12:30:00,2018-11-19,12:30:00,46,71,17,Mostly Cloudy
2018-11-19 13:00:00,2018-11-19,13:00:00,46,66,22,Mostly Cloudy / Windy
2018-11-19 13:30:00,2018-11-19,13:30:00,48,66,17,Mostly Cloudy
2018-11-19 14:00:00,2018-11-19,14:00:00,46,71,17,Mostly Cloudy
2018-11-19 14:30:00,2018-11-19,14:30:00,46,66,15,Mostly Cloudy
2018-11-19 15:00:00,2018-11-19,15:00:00,46,71,13,Mostly Cloudy
2018-11-19 15:30:00,2018-11-19,15:30:00,46,71,15,Mostly Cloudy
2018-11-19 16:00:00,2018-11-19,16:00:00,46,71,16,Mostly Cloudy
2018-11-19 16:30:00,2018-11-19,16:30:00,48,71,17,Mostly Cloudy
2018-11-19 17:00:00,2018-11-19,17:00:00,46,76,15,Mostly Cloudy
2018-11-19 17:30:00,2018-11-19,17:30:00,48,76,16,Mostly Cloudy
2018-11-19 18:00:00,2018-11-19,18:00:00,46,76,18,Mostly Cloudy
2018-11-19 18:30:00,2018-11-19,18:30:00,46,71,16,Mostly Cloudy
2018-11-19 19:00:00,2018-11-19,19:00:00,46,76,14,Mostly Cloudy
2018-11-19 19:30:00,2018-11-19,19:30:00,46,81,18,Mostly Cloudy
2018-11-19 20:00:00,2018-11-19,20:00:00,46,81,20,Mostly Cloudy
2018-11-19 20:30:00,2018-11-19,20:30:00,46,76,21,Mostly Cloudy / Windy
2018-11-19 21:00:00,2018-11-19,21:00:00,46,76,16,Mostly Cloudy
2018-11-19 21:30:00,2018-11-19,21:30:00,46,76,22,Mostly Cloudy / Windy
2018-11-19 22:00:00,2018-11-19,22:00:00,46,71,22,Mostly Cloudy / Windy
2018-11-19 22:30:00,2018-11-19,22:30:00,46,71,20,Mostly Cloudy
2018-11-19 23:00:00,2018-11-19,23:00:00,46,71,22,Mostly Cloudy / Windy
2018-11-19 23:30:00,2018-11-19,23:30:00,46,76,17,Mostly Cloudy
2018-11-20 00:00:00,2018-11-20,00:00:00,43,81,12,Partly Cloudy
2018-11-20 00:30:00,2018-11-20,00:30:00,43,81,14,Partly Cloudy
2018-11-20 01:00:00,2018-11-20,01:00:00,45,81,21,Light Rain Shower / Windy
2018-11-20 01:30:00,2018-11-20,01:30:00,45,81,18,Light Rain Shower
2018-11-20 02:00:00,2018-11-20,02:00:00,45,81,18,Light Rain Shower
2018-11-20 02:30:00,2018-11-20,02:30:00,45,81,20,Light Rain Shower
2018-11-20 03:00:00,2018-11-20,03:00:00,43,87,13,Mostly Cloudy
2018-11-20 03:30:00,2018-11-20,03:30:00,43,87,15,Light Rain Shower
2018-11-20 04:00:00,2018-11-20,04:00:00,43,87,17,Light Rain Shower
2018-11-20 04:30:00,2018-11-20,04:30:00,45,81,16,Mostly Cloudy
2018-11-20 05:00:00,2018-11-20,05:00:00,43,87,15,Mostly Cloudy
2018-11-20 05:30:00,2018-11-20,05:30:00,43,87,16,Mostly Cloudy
2018-11-20 06:00:00,2018-11-20,06:00:00,43,81,17,Mostly Cloudy
2018-11-20 06:30:00,2018-11-20,06:30:00,45,76,21,Light Rain Shower / Windy
2018-11-20 07:00:00,2018-11-20,07:00:00,45,76,15,Light Rain Shower
2018-11-20 07:30:00,2018-11-20,07:30:00,43,81,24,Light Rain Shower / Windy
2018-11-20 08:00:00,2018-11-20,08:00:00,41,93,12,Light Rain Shower
2018-11-20 08:30:00,2018-11-20,08:30:00,45,76,17,Light Rain Shower
2018-11-20 09:00:00,2018-11-20,09:00:00,45,76,17,Light Rain Shower
2018-11-20 09:30:00,2018-11-20,09:30:00,45,81,20,Partly Cloudy
2018-11-20 10:00:00,2018-11-20,10:00:00,45,76,20,Light Rain Shower
2018-11-20 10:30:00,2018-11-20,10:30:00,43,87,18,Light Rain Shower
2018-11-20 11:00:00,2018-11-20,11:00:00,45,81,23,Mostly Cloudy / Windy
2018-11-20 11:30:00,2018-11-20,11:30:00,45,81,24,Mostly Cloudy / Windy
2018-11-20 12:00:00,2018-11-20,12:00:00,45,81,22,Partly Cloudy / Windy
2018-11-20 12:30:00,2018-11-20,12:30:00,45,87,18,Light Rain Shower
2018-11-20 13:00:00,2018-11-20,13:00:00,43,81,24,Light Rain Shower / Windy
2018-11-20 13:30:00,2018-11-20,13:30:00,45,76,21,Mostly Cloudy / Windy
2018-11-20 14:00:00,2018-11-20,14:00:00,45,81,21,Mostly Cloudy / Windy
2018-11-20 14:30:00,2018-11-20,14:30:00,45,76,20,Showers in the Vicinity
2018-11-20 15:00:00,2018-11-20,15:00:00,45,81,20,Light Rain Shower
2018-11-20 15:30:00,2018-11-20,15:30:00,43,81,15,Showers in the Vicinity
2018-11-20 16:00:00,2018-11-20,16:00:00,43,81,16,Showers in the Vicinity
2018-11-20 16:30:00,2018-11-20,16:30:00,43,87,18,Light Rain Shower
2018-11-20 17:00:00,2018-11-20,17:00:00,43,87,16,Showers in the Vicinity
2018-11-20 17:30:00,2018-11-20,17:30:00,43,87,14,Light Rain Shower
2018-11-20 18:00:00,2018-11-20,18:00:00,43,87,18,Light Rain Shower
2018-11-20 18:30:00,2018-11-20,18:30:00,43,87,17,Light Rain Shower
2018-11-20 19:00:00,2018-11-20,19:00:00,43,87,20,Light Rain Shower
2018-11-20 19:30:00,2018-11-20,19:30:00,43,87,20,Light Rain Shower
2018-11-20 20:00:00,2018-11-20,20:00:00,43,87,18,Showers in the Vicinity
2018-11-20 20:30:00,2018-11-20,20:30:00,43,87,17,Light Rain Shower
2018-11-20 21:00:00,2018-11-20,21:00:00,43,87,18,Light Rain Shower
2018-11-20 21:30:00,2018-11-20,21:30:00,43,87,18,Light Rain Shower
2018-11-20 22:00:00,2018-11-20,22:00:00,41,87,15,Light Rain Shower
2018-11-20 22:30:00,2018-11-20,22:30:00,41,93,17,Light Rain Shower
2018-11-20 23:00:00,2018-11-20,23:00:00,41,93,14,Light Rain Shower
2018-11-20 23:30:00,2018-11-20,23:30:00,43,81,13,Light Rain Shower
2018-11-21 00:00:00,2018-11-21,00:00:00,45,81,12,Mostly Cloudy
2018-11-21 00:30:00,2018-11-21,00:30:00,45,81,10,Mostly Cloudy
2018-11-21 01:00:00,2018-11-21,01:00:00,43,81,13,Light Rain Shower
2018-11-21 01:30:00,2018-11-21,01:30:00,41,87,12,Light Rain Shower
2018-11-21 02:00:00,2018-11-21,02:00:00,41,87,12,Light Rain Shower
2018-11-21 02:30:00,2018-11-21,02:30:00,41,93,7,Light Rain Shower
2018-11-21 03:00:00,2018-11-21,03:00:00,39,100,7,Light Rain Shower
2018-11-21 03:30:00,2018-11-21,03:30:00,41,93,13,Light Rain
2018-11-21 04:00:00,2018-11-21,04:00:00,41,93,8,Light Rain
2018-11-21 04:30:00,2018-11-21,04:30:00,41,93,9,Light Rain
2018-11-21 05:00:00,2018-11-21,05:00:00,43,87,12,Light Rain
2018-11-21 05:30:00,2018-11-21,05:30:00,41,93,13,Light Rain
2018-11-21 06:00:00,2018-11-21,06:00:00,43,87,14,Light Rain
2018-11-21 06:30:00,2018-11-21,06:30:00,43,87,13,Light Rain
2018-11-21 07:00:00,2018-11-21,07:00:00,43,87,9,Light Rain
2018-11-21 07:30:00,2018-11-21,07:30:00,43,87,16,Light Rain
2018-11-21 08:00:00,2018-11-21,08:00:00,41,93,13,Light Rain
2018-11-21 08:30:00,2018-11-21,08:30:00,41,93,9,Light Rain
2018-11-21 09:00:00,2018-11-21,09:00:00,39,93,6,Light Rain
2018-11-21 09:30:00,2018-11-21,09:30:00,39,93,5,Light Rain
2018-11-21 10:00:00,2018-11-21,10:00:00,39,93,10,Mostly Cloudy
2018-11-21 10:30:00,2018-11-21,10:30:00,41,87,8,Light Rain
2018-11-21 11:00:00,2018-11-21,11:00:00,39,93,7,Rain
2018-11-21 11:30:00,2018-11-21,11:30:00,39,93,8,Rain
2018-11-21 12:00:00,2018-11-21,12:00:00,39,93,10,Rain
2018-11-21 12:30:00,2018-11-21,12:30:00,39,93,10,Light Rain
2018-11-21 13:00:00,2018-11-21,13:00:00,39,93,10,Light Rain
2018-11-21 13:30:00,2018-11-21,13:30:00,39,93,12,Light Rain
2018-11-21 14:00:00,2018-11-21,14:00:00,39,93,12,Light Rain
2018-11-21 14:30:00,2018-11-21,14:30:00,39,93,10,Mostly Cloudy
2018-11-21 15:00:00,2018-11-21,15:00:00,41,81,9,Mostly Cloudy
2018-11-21 15:30:00,2018-11-21,15:30:00,41,87,12,Mostly Cloudy
2018-11-21 16:00:00,2018-11-21,16:00:00,41,87,12,Light Rain Shower
2018-11-21 16:30:00,2018-11-21,16:30:00,39,93,14,Light Rain Shower
2018-11-21 17:00:00,2018-11-21,17:00:00,39,93,9,Mostly Cloudy
